altitude_km,energy_eV,probability_density_eV-1,spectral_production_cm-3_s-1_eV-1
101.25,4.1375,0.0031999999999999546,4.035918075150438
101.25,4.1625,0.0027000000000000574,3.4053058759083035
101.25,4.1875,0.00139999999999998,1.7657141578783169
101.25,4.2125,0.001199999999999983,1.5134692781814145
101.25,4.237500000000001,0.0011000000000000235,1.3873468383330125
101.25,4.2625,0.00069999999999999,0.8828570789391584
101.25,4.2875,0.0005000000000000106,0.6306121992422784
101.25,4.3125,0.00029999999999999575,0.37836731954535363
101.25,4.3375,0.00039999999999999433,0.5044897593938048
101.25,4.362500000000001,0.00010000000000000215,0.1261224398484557
101.25,4.3875,0.0,0.0
101.25,4.4125,0.0,0.0
101.25,4.4375,9.999999999999858e-05,0.1261224398484512
101.25,4.4625,0.0,0.0
101.25,4.487500000000001,0.0,0.0
101.25,4.5125,0.0,0.0
101.25,4.5375,0.0,0.0
101.25,4.5625,0.0,0.0
101.25,4.5875,0.0,0.0
101.25,4.612500000000001,0.0,0.0
101.25,4.6375,0.0,0.0
101.25,4.6625,0.0,0.0
101.25,4.6875,0.0,0.0
101.25,4.7125,0.0,0.0
101.25,4.737500000000001,0.0,0.0
101.25,4.7625,0.0,0.0
101.25,4.7875000000000005,0.0,0.0
101.25,4.8125,0.0,0.0
101.25,4.8375,0.0,0.0
101.25,4.862500000000001,0.0,0.0
101.25,4.8875,0.0,0.0
101.25,4.9125000000000005,0.0,0.0
101.25,4.9375,0.0,0.0
101.25,4.9625,0.0,0.0
101.25,4.987500000000001,0.0,0.0
101.25,5.0125,0.0,0.0
101.25,5.0375000000000005,0.0,0.0
101.25,5.0625,0.0,0.0
101.25,5.0875,0.0,0.0
101.25,5.112500000000001,0.0,0.0
101.25,5.1375,0.0,0.0
101.25,5.1625000000000005,0.0,0.0
101.25,5.1875,0.0,0.0
101.25,5.2125,0.0,0.0
101.25,5.237500000000001,0.0,0.0
101.25,5.2625,0.0,0.0
101.25,5.2875000000000005,0.0,0.0
101.25,5.3125,0.0,0.0
101.25,5.3375,0.0,0.0
101.25,5.362500000000001,0.0,0.0
101.25,5.3875,0.0,0.0
101.25,5.4125000000000005,0.0,0.0
101.25,5.4375,0.0,0.0
101.25,5.4625,0.0,0.0
101.25,5.487500000000001,0.0,0.0
101.25,5.5125,0.0,0.0
101.25,5.5375000000000005,0.0,0.0
101.25,5.5625,0.0,0.0
101.25,5.5875,0.0,0.0
101.25,5.612500000000001,0.0,0.0
101.25,5.6375,0.0,0.0
101.25,5.6625000000000005,0.0,0.0
101.25,5.6875,0.0,0.0
101.25,5.7125,0.0,0.0
101.25,5.737500000000001,0.0,0.0
101.25,5.7625,0.0,0.0
101.25,5.7875000000000005,0.0,0.0
101.25,5.8125,0.0,0.0
101.25,5.8375,0.0,0.0
101.25,5.862500000000001,0.0,0.0
101.25,5.8875,0.0,0.0
101.25,5.9125000000000005,0.0,0.0
101.25,5.9375,0.0,0.0
101.25,5.9625,0.0,0.0
101.25,5.987500000000001,0.0,0.0
101.25,6.0125,0.0,0.0
101.25,6.0375000000000005,0.0,0.0
101.25,6.0625,0.0,0.0
101.25,6.0875,0.0,0.0
101.25,6.112500000000001,0.0,0.0
101.25,6.1375,0.0,0.0
101.25,6.1625000000000005,0.0,0.0
101.25,6.1875,0.0,0.0
101.25,6.2125,0.0,0.0
101.25,6.237500000000001,0.0,0.0
101.25,6.2625,0.0,0.0
101.25,6.2875000000000005,0.0,0.0
101.25,6.3125,0.0,0.0
101.25,6.3375,0.0,0.0
101.25,6.362500000000001,0.0,0.0
101.25,6.3875,0.0,0.0
101.25,6.4125000000000005,0.0,0.0
101.25,6.4375,0.0,0.0
101.25,6.4625,0.0,0.0
101.25,6.487500000000001,0.0,0.0
101.25,6.5125,0.0,0.0
101.25,6.5375000000000005,0.0,0.0
101.25,6.5625,0.0,0.0
101.25,6.5875,0.0,0.0
101.25,6.612500000000001,0.0,0.0
101.25,6.6375,0.0,0.0
101.25,6.6625000000000005,0.0,0.0
101.25,6.6875,0.0,0.0
101.25,6.7125,0.0,0.0
101.25,6.737500000000001,0.0,0.0
101.25,6.7625,0.0,0.0
101.25,6.7875000000000005,0.0,0.0
101.25,6.8125,0.0,0.0
101.25,6.8375,0.0,0.0
101.25,6.862500000000001,0.0,0.0
101.25,6.8875,0.0,0.0
101.25,6.9125000000000005,0.0,0.0
101.25,6.9375,0.0,0.0
101.25,6.9625,0.0,0.0
101.25,6.987500000000001,0.0,0.0
103.75,0.0125,0.0,0.0
103.75,0.037500000000000006,0.0,0.0
